ReferenceGenome,SRA_Data
GCF_000015505.1_ASM1550v1_genomic.gbff.gz,SRR1183748
GCF_000015525.1_ASM1552v1_genomic.gbff.gz,SRR1183747
GCF_000015545.1_ASM1554v1_genomic.gbff.gz,SRR1183746
GCF_000015565.1_ASM1556v1_genomic.gbff.gz,SRR1183752
GCF_000015585.1_ASM1558v1_genomic.gbff.gz,SRR1183753
GCF_000015605.1_ASM1560v1_genomic.gbff.gz,SRR1183744
GCF_000015625.1_ASM1562v1_genomic.gbff.gz,SRR1206476
GCF_000015645.1_ASM1564v1_genomic.gbff.gz,SRR1183897
GCF_000015665.1_ASM1566v1_genomic.gbff.gz,SRR900149
GCF_000015685.1_ASM1568v1_genomic.gbff.gz,SRR1004218
GCF_000015705.1_ASM1570v1_genomic.gbff.gz,SRR1003005
GCF_000015725.1_ASM1572v1_genomic.gbff.gz,SRR1004234
GCF_000015745.1_ASM1574v1_genomic.gbff.gz,SRR1003148
GCF_000015785.2_ASM1578v2_genomic.gbff.gz,SRR1003211
GCF_000015845.1_ASM1584v1_genomic.gbff.gz,SRR1004226
GCF_000015865.1_ASM1586v1_genomic.gbff.gz,SRR1003640
GCF_000015885.1_ASM1588v1_genomic.gbff.gz,SRR1004224
GCF_000015905.1_ASM1590v1_genomic.gbff.gz,SRR1284629
GCF_000015925.1_ASM1592v1_genomic.gbff.gz,SRR4996321
GCF_000015965.1_ASM1596v1_genomic.gbff.gz,SRR955386
GCF_000016045.1_ASM1604v1_genomic.gbff.gz,SRR943983
GCF_000016065.1_ASM1606v1_genomic.gbff.gz,SRR1427243
GCF_000016105.1_ASM1610v1_genomic.gbff.gz,SRR4121020
GCF_000016145.1_ASM1614v1_genomic.gbff.gz,SRR4242797
GCF_000016165.1_ASM1616v1_genomic.gbff.gz,SRR14075917
GCF_000016185.1_ASM1618v1_genomic.gbff.gz,SRR1509954
GCF_000016205.1_ASM1620v1_genomic.gbff.gz,SRR1509480
GCF_000016245.1_ASM1624v1_genomic.gbff.gz,SRR1501122
GCF_000016265.1_ASM1626v1_genomic.gbff.gz,SRR1501128
GCF_000016285.1_ASM1628v1_genomic.gbff.gz,SRR1510963
GCF_000016305.1_ASM1630v1_genomic.gbff.gz,SRR1515967
GCF_000016325.1_ASM1632v1_genomic.gbff.gz,SRR1509953
GCF_000016345.1_ASM1634v1_genomic.gbff.gz,SRR1509956
GCF_000016425.1_ASM1642v1_genomic.gbff.gz,SRR1511673
GCF_000016445.1_ASM1644v1_genomic.gbff.gz,SRR1511674
GCF_000016465.1_ASM1646v1_genomic.gbff.gz,SRR1424625
GCF_000016485.1_ASM1648v1_genomic.gbff.gz,SRR5272703
GCF_000016505.1_ASM1650v1_genomic.gbff.gz,SRR1300600
GCF_000016545.1_ASM1654v1_genomic.gbff.gz,SRR1509643
GCF_000016625.1_ASM1662v1_genomic.gbff.gz,SRR1917317
GCF_000016645.1_ASM1664v1_genomic.gbff.gz,SRR2887151
GCF_000016665.1_ASM1666v1_genomic.gbff.gz,SRR1283956
GCF_000016685.1_ASM1668v1_genomic.gbff.gz,SRR2873753
GCF_000016725.1_ASM1672v1_genomic.gbff.gz,SRR2874384
GCF_000016745.1_ASM1674v1_genomic.gbff.gz,SRR2875427
GCF_000016765.1_ASM1676v1_genomic.gbff.gz,SRR2145877
GCF_000016785.1_ASM1678v1_genomic.gbff.gz,SRR2906957
GCF_000016805.1_ASM1680v1_genomic.gbff.gz,SRR2889931
GCF_000016825.1_ASM1682v1_genomic.gbff.gz,SRR3226963
GCF_000016845.1_ASM1684v1_genomic.gbff.gz,SRR2889880
GCF_000016905.1_ASM1690v1_genomic.gbff.gz,SRR1587775
GCF_000016925.1_ASM1692v1_genomic.gbff.gz,SRR500494
GCF_000016945.1_ASM1694v1_genomic.gbff.gz,SRR500493
GCF_000016965.1_ASM1696v1_genomic.gbff.gz,SRR1576778
GCF_000016985.1_ASM1698v1_genomic.gbff.gz,SRR1576808
GCF_000017005.1_ASM1700v1_genomic.gbff.gz,SRR2180212
GCF_000017025.1_ASM1702v1_genomic.gbff.gz,SRR1533455
GCF_000017045.1_ASM1704v1_genomic.gbff.gz,SRR1533454
GCF_000017065.1_ASM1706v1_genomic.gbff.gz,SRR1533456
GCF_000017085.1_ASM1708v1_genomic.gbff.gz,SRR1533457
GCF_000017105.1_ASM1710v1_genomic.gbff.gz,SRR1533150
GCF_000017145.1_ASM1714v1_genomic.gbff.gz,SRR2907037
GCF_000017205.1_ASM1720v1_genomic.gbff.gz,SRR1558174
GCF_000017245.1_ASM1724v1_genomic.gbff.gz,SRR3226960
GCF_000017265.1_ASM1726v1_genomic.gbff.gz,SRR2889779
GCF_000017305.1_ASM1730v1_genomic.gbff.gz,SRR1560714
GCF_000017325.1_ASM1732v1_genomic.gbff.gz,SRR1618480
GCF_000017405.1_ASM1740v1_genomic.gbff.gz,SRR1618492
GCF_000017425.1_ASM1742v1_genomic.gbff.gz,SRR1618489
GCF_000017445.4_ASM1744v3_genomic.gbff.gz,SRR2878358
GCF_000017465.2_ASM1746v2_genomic.gbff.gz,SRR1618671
GCF_000017485.1_ASM1748v1_genomic.gbff.gz,SRR1618496
GCF_000017505.1_ASM1750v1_genomic.gbff.gz,SRR1618687
GCF_000017525.1_ASM1752v1_genomic.gbff.gz,SRR7008116
GCF_000017545.1_ASM1754v1_genomic.gbff.gz,SRR7008011
GCF_000017565.1_ASM1756v1_genomic.gbff.gz,SRR1618798
GCF_000017585.1_ASM1758v1_genomic.gbff.gz,SRR1618794
GCF_000017605.1_ASM1760v1_genomic.gbff.gz,SRR1618499
GCF_000017645.1_ASM1764v1_genomic.gbff.gz,SRR2889773
GCF_000017665.1_ASM1766v1_genomic.gbff.gz,SRR1619356
GCF_000017685.1_ASM1768v1_genomic.gbff.gz,SRR9030316
GCF_000017705.1_ASM1770v1_genomic.gbff.gz,SRR1619371
GCF_000017725.2_ASM1772v2_genomic.gbff.gz,SRR1614184
GCF_000017745.1_ASM1774v1_genomic.gbff.gz,SRR2148790
GCF_000017765.1_ASM1776v1_genomic.gbff.gz,SRR14425515
GCF_000017785.1_ASM1778v1_genomic.gbff.gz,SRR1259109
GCF_000017805.1_ASM1780v1_genomic.gbff.gz,SRR1617682
GCF_000017845.1_ASM1784v1_genomic.gbff.gz,SRR11820184
GCF_000017865.1_ASM1786v1_genomic.gbff.gz,SRR2889762
GCF_000017885.4_ASM1788v4_genomic.gbff.gz,SRR1618483
GCF_000017905.1_ASM1790v1_genomic.gbff.gz,SRR1609250
GCF_000017965.1_ASM1796v1_genomic.gbff.gz,SRR935905
GCF_000017985.1_ASM1798v1_genomic.gbff.gz,SRR1267422
GCF_000018025.1_ASM1802v1_genomic.gbff.gz,SRR1736634
GCF_000018045.1_ASM1804v1_genomic.gbff.gz,SRR1737027
GCF_000018065.1_ASM1806v1_genomic.gbff.gz,SRR3927993
GCF_000018105.1_ASM1810v1_genomic.gbff.gz,SRR11772899
GCF_000018125.1_ASM1812v1_genomic.gbff.gz,SRR2874404
GCF_000018145.1_ASM1814v1_genomic.gbff.gz,SRR5983126
GCF_000018185.1_ASM1818v1_genomic.gbff.gz,SRR6726544
GCF_000018205.1_ASM1820v1_genomic.gbff.gz,SRR6726274
GCF_000018225.1_ASM1822v1_genomic.gbff.gz,SRR1531377
GCF_000018245.1_ASM1824v1_genomic.gbff.gz,SRR1609118
GCF_000018285.1_ASM1828v1_genomic.gbff.gz,SRR1609101
GCF_000018325.1_ASM1832v1_genomic.gbff.gz,SRR1609096
GCF_000018345.1_ASM1834v1_genomic.gbff.gz,SRR1609081
GCF_000018385.1_ASM1838v1_genomic.gbff.gz,SRR1609073
GCF_000018405.1_ASM1840v1_genomic.gbff.gz,SRR1609067
GCF_000018425.1_ASM1842v1_genomic.gbff.gz,SRR1609062
GCF_000018445.1_ASM1844v1_genomic.gbff.gz,SRR1608976
GCF_000018505.1_ASM1850v1_genomic.gbff.gz,SRR1608964
GCF_000018525.1_ASM1852v1_genomic.gbff.gz,SRR1608929
GCF_000018545.1_ASM1854v1_genomic.gbff.gz,SRR1608924
GCF_000018565.1_ASM1856v1_genomic.gbff.gz,SRR1608936
GCF_000018605.1_ASM1860v1_genomic.gbff.gz,SRR1608930
GCF_000018625.1_ASM1862v1_genomic.gbff.gz,SRR1596452
GCF_000018665.1_ASM1866v1_genomic.gbff.gz,SRR1617632
GCF_000018685.1_ASM1868v1_genomic.gbff.gz,SRR1573253
GCF_000018705.1_ASM1870v1_genomic.gbff.gz,SRR11192589
GCF_000018725.1_ASM1872v1_genomic.gbff.gz,SRR11192590
GCF_000018745.1_ASM1874v1_genomic.gbff.gz,SRR1910403
GCF_000018765.1_ASM1876v1_genomic.gbff.gz,SRR1736369
GCF_000018785.1_ASM1878v1_genomic.gbff.gz,DRR000944
GCF_000018805.1_ASM1880v1_genomic.gbff.gz,DRR014315
GCF_000018825.1_ASM1882v1_genomic.gbff.gz,DRR030786
GCF_000018845.1_ASM1884v1_genomic.gbff.gz,DRR023129
GCF_000018865.1_ASM1886v1_genomic.gbff.gz,DRR024501
GCF_000018885.1_ASM1888v1_genomic.gbff.gz,SRR3492218
GCF_000018905.1_ASM1890v1_genomic.gbff.gz,SRR1050473
GCF_000018925.1_ASM1892v1_genomic.gbff.gz,SRR1050378
GCF_000018945.1_ASM1894v1_genomic.gbff.gz,SRR1050472
GCF_000018965.1_ASM1896v1_genomic.gbff.gz,SRR1736654
GCF_000018985.1_ASM1898v1_genomic.gbff.gz,SRR1736658
GCF_000019005.1_ASM1900v1_genomic.gbff.gz,SRR1339472
GCF_000019025.1_ASM1902v1_genomic.gbff.gz,SRR3492223
GCF_000019045.1_ASM1904v1_genomic.gbff.gz,SRR2171483
GCF_000019065.1_ASM1906v1_genomic.gbff.gz,SRR2171418
GCF_000019085.1_ASM1908v1_genomic.gbff.gz,SRR2155549
GCF_000019125.1_ASM1912v1_genomic.gbff.gz,SRR2174561
GCF_000019165.1_ASM1916v1_genomic.gbff.gz,SRR2174543
GCF_000019185.1_ASM1918v1_genomic.gbff.gz,SRR2175376
GCF_000019205.1_ASM1920v1_genomic.gbff.gz,SRR1993644
GCF_000019225.1_ASM1922v1_genomic.gbff.gz,SRR2155543
GCF_000019245.4_ASM1924v3_genomic.gbff.gz,SRR2175382
GCF_000019265.1_ASM1926v1_genomic.gbff.gz,SRR2157024
GCF_000019305.1_ASM1930v1_genomic.gbff.gz,SRR2175366
GCF_000019325.1_ASM1932v1_genomic.gbff.gz,SRR2174564
GCF_000019345.1_ASM1934v1_genomic.gbff.gz,SRR2157172
GCF_000019365.1_ASM1936v1_genomic.gbff.gz,SRR2157175
GCF_000019385.1_ASM1938v1_genomic.gbff.gz,SRR2164311
GCF_000019405.1_ASM1940v1_genomic.gbff.gz,SRR2171004
GCF_000019425.1_ASM1942v1_genomic.gbff.gz,SRR2174498
GCF_000019485.1_ASM1948v1_genomic.gbff.gz,SRR2167785
GCF_000019505.1_ASM1950v1_genomic.gbff.gz,SRR2157048
GCF_000019525.1_ASM1952v1_genomic.gbff.gz,SRR2174502
GCF_000019545.1_ASM1954v1_genomic.gbff.gz,SRR2155551
GCF_000019565.1_ASM1956v1_genomic.gbff.gz,SRR2175379
GCF_000019585.2_ASM1958v2_genomic.gbff.gz,SRR2157010
GCF_000019625.1_ASM1962v1_genomic.gbff.gz,SRR1776686
GCF_000019645.1_ASM1964v1_genomic.gbff.gz,SRR2175478
GCF_000019665.1_ASM1966v1_genomic.gbff.gz,SRR2170997
GCF_000019685.1_ASM1968v1_genomic.gbff.gz,SRR2155521
GCF_000019705.1_ASM1970v1_genomic.gbff.gz,SRR2014531
GCF_000019725.1_ASM1972v1_genomic.gbff.gz,SRR2891677
GCF_000019765.1_ASM1976v1_genomic.gbff.gz,SRR2891759
GCF_000019785.1_ASM1978v1_genomic.gbff.gz,SRR2891761
GCF_000019825.1_ASM1982v1_genomic.gbff.gz,SRR2895373
GCF_000019845.1_ASM1984v1_genomic.gbff.gz,SRR2891861
GCF_000019865.1_ASM1986v1_genomic.gbff.gz,SRR2155541
GCF_000019885.1_ASM1988v1_genomic.gbff.gz,SRR2175490
GCF_000019905.1_ASM1990v1_genomic.gbff.gz,SRR2895368
GCF_000019925.1_ASM1992v1_genomic.gbff.gz,SRR2895624
GCF_000019945.1_ASM1994v1_genomic.gbff.gz,SRR2175488
GCF_000019965.1_ASM1996v1_genomic.gbff.gz,SRR2891721
GCF_000019985.1_ASM1998v1_genomic.gbff.gz,SRR1793658
GCF_000020005.1_ASM2000v1_genomic.gbff.gz,SRR2895382
GCF_000020025.1_ASM2002v1_genomic.gbff.gz,SRR2895604
GCF_000020045.1_ASM2004v1_genomic.gbff.gz,SRR2895618
GCF_000020065.1_ASM2006v1_genomic.gbff.gz,SRR2895385
GCF_000020105.1_ASM2010v1_genomic.gbff.gz,SRR2149849
GCF_000020125.1_ASM2012v1_genomic.gbff.gz,SRR2148798
GCF_000020145.1_ASM2014v1_genomic.gbff.gz,SRR2175564
GCF_000020165.1_ASM2016v1_genomic.gbff.gz,SRR2148800
GCF_000020185.1_ASM2018v1_genomic.gbff.gz,SRR1283952
GCF_000020225.1_ASM2022v1_genomic.gbff.gz,SRR2147693
GCF_000020245.1_ASM2024v1_genomic.gbff.gz,SRR2148409
GCF_000020265.1_ASM2026v1_genomic.gbff.gz,SRR2147690
GCF_000020285.1_ASM2028v1_genomic.gbff.gz,SRR2148415
GCF_000020305.1_ASM2030v1_genomic.gbff.gz,SRR2148802
GCF_000020325.1_ASM2032v1_genomic.gbff.gz,SRR1793551
GCF_000020345.1_ASM2034v1_genomic.gbff.gz,SRR2148412
GCF_000020365.1_ASM2036v1_genomic.gbff.gz,SRR2148805
GCF_000020385.1_ASM2038v1_genomic.gbff.gz,SRR2175493
GCF_000020405.1_ASM2040v1_genomic.gbff.gz,SRR2147681
GCF_000020425.1_ASM2042v1_genomic.gbff.gz,SRR2148846
GCF_000020445.1_ASM2044v1_genomic.gbff.gz,SRR2149883
GCF_000020465.1_ASM2046v1_genomic.gbff.gz,SRR2149852
GCF_000020485.1_ASM2048v1_genomic.gbff.gz,SRR2176137
GCF_000020505.1_ASM2050v1_genomic.gbff.gz,SRR2175559
GCF_000020525.1_ASM2052v1_genomic.gbff.gz,SRR2176134
GCF_000020565.1_ASM2056v1_genomic.gbff.gz,SRR2153449
GCF_000020585.3_ASM2058v3_genomic.gbff.gz,SRR2149887
GCF_000020605.1_ASM2060v1_genomic.gbff.gz,SRR2177700
GCF_000020625.1_ASM2062v1_genomic.gbff.gz,SRR3214359
GCF_000020645.1_ASM2064v1_genomic.gbff.gz,SRR1284499
GCF_000020665.1_ASM2066v1_genomic.gbff.gz,SRR3225966
GCF_000020685.1_ASM2068v1_genomic.gbff.gz,SRR2175483
GCF_000020705.1_ASM2070v1_genomic.gbff.gz,SRR2171381
GCF_000020725.1_ASM2072v1_genomic.gbff.gz,SRR6118548
GCF_000020745.1_ASM2074v1_genomic.gbff.gz,SRR6118547
GCF_000020765.1_ASM2076v1_genomic.gbff.gz,SRR6118546
GCF_000020805.1_ASM2080v1_genomic.gbff.gz,SRR6118622
GCF_000020825.1_ASM2082v1_genomic.gbff.gz,SRR1787021
GCF_000020865.1_ASM2086v1_genomic.gbff.gz,SRR1786972
GCF_000020885.1_ASM2088v1_genomic.gbff.gz,SRR1774151
GCF_000020925.1_ASM2092v1_genomic.gbff.gz,SRR6705904
GCF_000020945.1_ASM2094v1_genomic.gbff.gz,SRR2285883
GCF_000020965.1_ASM2096v1_genomic.gbff.gz,SRR1762581
GCF_000020985.1_ASM2098v1_genomic.gbff.gz,SRR1819797
GCF_000021005.1_ASM2100v1_genomic.gbff.gz,ERR278191
GCF_000021025.1_ASM2102v1_genomic.gbff.gz,ERR559526
GCF_000021045.1_ASM2104v1_genomic.gbff.gz,ERR027433
GCF_000021065.1_ASM2106v1_genomic.gbff.gz,SRR1609221
GCF_000021085.1_ASM2108v1_genomic.gbff.gz,SRR1614095
GCF_000021125.1_ASM2112v1_genomic.gbff.gz,SRR1618349
GCF_000021165.1_ASM2116v1_genomic.gbff.gz,SRR1614027
GCF_000021185.1_ASM2118v1_genomic.gbff.gz,SRR1283860
GCF_000021205.1_ASM2120v1_genomic.gbff.gz,SRR1614024
GCF_000021225.1_ASM2122v1_genomic.gbff.gz,SRR1618477
GCF_000021245.2_ASM2124v2_genomic.gbff.gz,SRR1616948
GCF_000021265.1_ASM2126v1_genomic.gbff.gz,SRR1614021
GCF_000021285.1_ASM2128v1_genomic.gbff.gz,SRR1617372
GCF_000021305.1_ASM2130v1_genomic.gbff.gz,SRR1618473
GCF_000021325.1_ASM2132v1_genomic.gbff.gz,SRR1614031
GCF_000021345.1_ASM2134v1_genomic.gbff.gz,SRR1614074
GCF_000021365.1_ASM2136v1_genomic.gbff.gz,SRR1616952
GCF_000021405.1_ASM2140v1_genomic.gbff.gz,SRR1614034
GCF_000021425.1_ASM2142v1_genomic.gbff.gz,SRR2147670
GCF_000021445.1_ASM2144v1_genomic.gbff.gz,SRR2146904
GCF_000021465.1_ASM2146v1_genomic.gbff.gz,SRR2146899
GCF_000021485.1_ASM2148v1_genomic.gbff.gz,SRR2147204
GCF_000021505.1_ASM2150v1_genomic.gbff.gz,SRR2146909
GCF_000021525.1_ASM2152v1_genomic.gbff.gz,SRR2146907
GCF_000021545.1_ASM2154v1_genomic.gbff.gz,SRR1202113
GCF_000021565.1_ASM2156v1_genomic.gbff.gz,SRR2147667
GCF_000021605.1_ASM2160v1_genomic.gbff.gz,SRR1923653
GCF_000021625.1_ASM2162v1_genomic.gbff.gz,SRR1617374
GCF_000021645.1_ASM2164v1_genomic.gbff.gz,SRR1619408
GCF_000021665.1_ASM2166v1_genomic.gbff.gz,SRR2148608
GCF_000021685.1_ASM2168v1_genomic.gbff.gz,SRR2134399
GCF_000021725.1_ASM2172v1_genomic.gbff.gz,SRR2134404
GCF_000021745.1_ASM2174v1_genomic.gbff.gz,SRR2014563
GCF_000021765.1_ASM2176v1_genomic.gbff.gz,SRR1660458
GCF_000021785.1_ASM2178v1_genomic.gbff.gz,SRR1660457
GCF_000021805.1_ASM2180v1_genomic.gbff.gz,SRR22674481
GCF_000021825.1_ASM2182v1_genomic.gbff.gz,SRR1714339
GCF_000021845.1_ASM2184v1_genomic.gbff.gz,SRR14419385
GCF_000021865.1_ASM2186v1_genomic.gbff.gz,SRR14419383
GCF_000021885.1_ASM2188v1_genomic.gbff.gz,ERR689069
GCF_000021905.1_ASM2190v1_genomic.gbff.gz,SRR1981186
GCF_000021925.1_ASM2192v1_genomic.gbff.gz,SRR1997902
GCF_000021945.1_ASM2194v1_genomic.gbff.gz,SRR2913006
GCF_000021985.1_ASM2198v1_genomic.gbff.gz,SRR1198916
GCF_000022005.1_ASM2200v1_genomic.gbff.gz,SRR2533550
GCF_000022025.1_ASM2202v1_genomic.gbff.gz,SRR1948180
GCF_000022065.1_ASM2206v1_genomic.gbff.gz,SRR1287230
GCF_000022085.1_ASM2208v1_genomic.gbff.gz,SRR1948172
GCF_000022105.1_ASM2210v1_genomic.gbff.gz,SRR1955495
GCF_000022145.1_ASM2214v1_genomic.gbff.gz,SRR1955586
GCF_000022165.1_ASM2216v1_genomic.gbff.gz,SRR1955581
GCF_000022225.1_ASM2222v1_genomic.gbff.gz,SRR1955597
GCF_000022245.1_ASM2224v1_genomic.gbff.gz,SRR1955607
GCF_000022265.1_ASM2226v1_genomic.gbff.gz,SRR1955613
GCF_000022285.1_ASM2228v1_genomic.gbff.gz,SRR1955616
GCF_000022305.1_ASM2230v1_genomic.gbff.gz,SRR1955625
GCF_000022325.1_ASM2232v1_genomic.gbff.gz,SRR1955629
GCF_000022345.1_ASM2234v1_genomic.gbff.gz,SRR1955823
GCF_000022505.1_ASM2250v1_genomic.gbff.gz,SRR1955832
GCF_000022525.1_ASM2252v1_genomic.gbff.gz,SRR1955874
GCF_000022565.1_ASM2256v1_genomic.gbff.gz,SRR1955931
GCF_000022585.1_ASM2258v1_genomic.gbff.gz,SRR1955491
GCF_000022605.2_ASM2260v1_genomic.gbff.gz,SRR1955590
GCF_000022625.1_ASM2262v1_genomic.gbff.gz,SRR1955595
GCF_000022645.2_ASM2264v1_genomic.gbff.gz,SRR1955626
GCF_000022665.1_ASM2266v1_genomic.gbff.gz,SRR1955815
GCF_000022685.1_ASM2268v1_genomic.gbff.gz,SRR1955819
GCF_000022705.1_ASM2270v1_genomic.gbff.gz,SRR1955856
GCF_000022725.1_ASM2272v1_genomic.gbff.gz,SRR1955869
GCF_000022745.1_ASM2274v1_genomic.gbff.gz,SRR1955873
GCF_000022765.1_ASM2276v1_genomic.gbff.gz,SRR1955924
GCF_000022785.1_ASM2278v1_genomic.gbff.gz,SRR2537294
GCF_000022805.1_ASM2280v1_genomic.gbff.gz,SRR2001634
GCF_000022825.1_ASM2282v1_genomic.gbff.gz,SRR1039666
GCF_000022845.1_ASM2284v1_genomic.gbff.gz,SRR2080130
GCF_000022865.1_ASM2286v1_genomic.gbff.gz,SRR2965748
GCF_000022885.2_ASM2288v2_genomic.gbff.gz,SRR2965815
GCF_000022905.1_ASM2290v1_genomic.gbff.gz,SRR1582895
GCF_000022925.1_ASM2292v1_genomic.gbff.gz,SRR2965612
GCF_000022945.1_ASM2294v1_genomic.gbff.gz,SRR2965820
GCF_000022965.1_ASM2296v1_genomic.gbff.gz,SRR2965752
GCF_000022985.1_ASM2298v1_genomic.gbff.gz,SRR2965660
GCF_000023005.1_ASM2300v1_genomic.gbff.gz,SRR2965721
GCF_000023025.1_ASM2302v1_genomic.gbff.gz,SRR2965690
GCF_000023045.1_ASM2304v1_genomic.gbff.gz,SRR1582875
GCF_000023065.1_ASM2306v1_genomic.gbff.gz,SRR2965655
GCF_000023085.1_ASM2308v1_genomic.gbff.gz,SRR2965730
GCF_000023105.1_ASM2310v1_genomic.gbff.gz,SRR1582868
GCF_000023125.1_ASM2312v1_genomic.gbff.gz,SRR2965616
GCF_000023145.1_ASM2314v1_genomic.gbff.gz,SRR2965739
GCF_000023165.1_ASM2316v1_genomic.gbff.gz,SRR2965639
GCF_000023185.1_ASM2318v1_genomic.gbff.gz,SRR2037312
GCF_000023205.1_ASM2320v1_genomic.gbff.gz,SRR2029654
GCF_000023225.1_ASM2322v1_genomic.gbff.gz,SRR2046817
GCF_000023245.1_ASM2324v1_genomic.gbff.gz,SRR2127443
GCF_000023265.1_ASM2326v1_genomic.gbff.gz,SRR2127500
GCF_000023285.1_ASM2328v1_genomic.gbff.gz,SRR2127634
GCF_000023305.1_ASM2330v1_genomic.gbff.gz,SRR2052522
GCF_000023325.1_ASM2332v1_genomic.gbff.gz,SRR3176640
GCF_000023365.1_ASM2336v1_genomic.gbff.gz,SRR1556288
GCF_000023405.1_ASM2340v1_genomic.gbff.gz,ERR343308
GCF_000023445.1_ASM2344v1_genomic.gbff.gz,ERR349340
GCF_000023465.1_ASM2346v1_genomic.gbff.gz,SRR2096531
GCF_000023545.1_ASM2354v1_genomic.gbff.gz,SRR10258108
GCF_000023565.1_ASM2356v1_genomic.gbff.gz,SRR10258095
GCF_000023585.1_ASM2358v1_genomic.gbff.gz,SRR1209393
GCF_000023605.1_ASM2360v1_genomic.gbff.gz,ERR331294
GCF_000023625.1_ASM2362v1_genomic.gbff.gz,ERR343269
GCF_000023665.1_ASM2366v1_genomic.gbff.gz,ERR343317
GCF_000023685.1_ASM2368v1_genomic.gbff.gz,ERR343336
GCF_000023705.1_ASM2370v1_genomic.gbff.gz,ERR343337
GCF_000023725.1_ASM2372v1_genomic.gbff.gz,ERR340795
GCF_000023745.1_ASM2374v1_genomic.gbff.gz,ERR357511
GCF_000023765.2_ASM2376v2_genomic.gbff.gz,ERR360429
GCF_000023785.1_ASM2378v1_genomic.gbff.gz,ERR343338
GCF_000023805.1_ASM2380v1_genomic.gbff.gz,ERR352300
GCF_000023825.1_ASM2382v1_genomic.gbff.gz,ERR343264
GCF_000023845.1_ASM2384v1_genomic.gbff.gz,ERR352915
GCF_000023865.1_ASM2386v1_genomic.gbff.gz,ERR343252
GCF_000023885.1_ASM2388v1_genomic.gbff.gz,ERR343282
GCF_000023905.1_ASM2390v1_genomic.gbff.gz,ERR343322
GCF_000023925.1_ASM2392v1_genomic.gbff.gz,ERR343330
GCF_000024005.1_ASM2400v1_genomic.gbff.gz,ERR343255
GCF_000024025.1_ASM2402v1_genomic.gbff.gz,ERR352500
GCF_000024065.1_ASM2406v1_genomic.gbff.gz,SRR2093871
GCF_000024085.1_ASM2408v1_genomic.gbff.gz,SRR6484434
GCF_000024105.1_ASM2410v1_genomic.gbff.gz,SRR6484480
GCF_000024125.1_ASM2412v1_genomic.gbff.gz,SRR2127310
GCF_000024145.1_ASM2414v1_genomic.gbff.gz,SRR1950327
GCF_000024205.1_ASM2420v1_genomic.gbff.gz,SRR1950322
GCF_000024225.1_ASM2422v1_genomic.gbff.gz,SRR1950246
GCF_000024245.1_ASM2424v1_genomic.gbff.gz,SRR1784833
GCF_000024265.1_ASM2426v1_genomic.gbff.gz,SRR1567876
GCF_000024285.1_ASM2428v1_genomic.gbff.gz,SRR1552620
GCF_000024325.1_ASM2432v1_genomic.gbff.gz,SRR1567833
GCF_000024345.1_ASM2434v1_genomic.gbff.gz,ERR349378
GCF_000024365.1_ASM2436v1_genomic.gbff.gz,ERR025376
GCF_000024385.1_ASM2438v1_genomic.gbff.gz,SRR2084429
GCF_000024405.1_ASM2440v1_genomic.gbff.gz,SRR1151301
GCF_000024425.1_ASM2442v1_genomic.gbff.gz,SRR2032357
GCF_000024445.1_ASM2444v1_genomic.gbff.gz,SRR2014554
GCF_000024465.1_ASM2446v1_genomic.gbff.gz,SRR2133447
GCF_000024505.1_ASM2450v1_genomic.gbff.gz,SRR2104627
GCF_000024525.1_ASM2452v1_genomic.gbff.gz,SRR2148795
GCF_000024545.1_ASM2454v1_genomic.gbff.gz,SRR2142235
GCF_000024565.1_ASM2456v1_genomic.gbff.gz,SRR2652133
GCF_000024585.1_ASM2458v1_genomic.gbff.gz,SRR2641383
GCF_000024605.1_ASM2460v1_genomic.gbff.gz,SRR2244244
GCF_000024645.1_ASM2464v1_genomic.gbff.gz,SRR2102060
GCF_000024665.1_ASM2466v1_genomic.gbff.gz,SRR2536358
GCF_000024685.1_ASM2468v1_genomic.gbff.gz,ERR279116
GCF_000024725.1_ASM2472v1_genomic.gbff.gz,ERR360427
GCF_000024765.1_ASM2476v1_genomic.gbff.gz,ERR331380
GCF_000024785.1_ASM2478v1_genomic.gbff.gz,ERR319432
GCF_000024805.1_ASM2480v1_genomic.gbff.gz,ERR337995
GCF_000024825.1_ASM2482v1_genomic.gbff.gz,ERR343260
GCF_000024845.1_ASM2484v1_genomic.gbff.gz,ERR343321
GCF_000024865.1_ASM2486v1_genomic.gbff.gz,ERR343327
GCF_000024885.1_ASM2488v1_genomic.gbff.gz,ERR343328
GCF_000024905.1_ASM2490v1_genomic.gbff.gz,ERR343332
GCF_000024925.1_ASM2492v1_genomic.gbff.gz,ERR352650
GCF_000024945.1_ASM2494v1_genomic.gbff.gz,ERR294783
GCF_000024965.1_ASM2496v1_genomic.gbff.gz,ERR495207
GCF_000024985.1_ASM2498v1_genomic.gbff.gz,ERR495208
GCF_000025005.1_ASM2500v1_genomic.gbff.gz,ERR294808
GCF_000025025.1_ASM2502v1_genomic.gbff.gz,SRR2801075
GCF_000025045.1_ASM2504v1_genomic.gbff.gz,SRR1570041
GCF_000025065.1_ASM2506v1_genomic.gbff.gz,SRR2598330
GCF_000025085.1_ASM2508v1_genomic.gbff.gz,SRR2896022
GCF_000025105.1_ASM2510v1_genomic.gbff.gz,SRR2898679
